draw,estimate
271,0.03473658849824003
272,0.008445463679494567
273,0.003502381330981922
274,-0.005820088823848205
275,-0.02465423705309197
276,-0.0011399781735733172
277,-0.021505497913612375
278,0.02522718205608128
279,-0.0011683456769273025
280,0.009000106530747707
281,-0.01027435595204391
282,-0.008451388216500674
283,0.025643736654487694
284,0.0019873123125940468
285,0.015919746417107687
286,0.021763574388476176
287,-0.00890534581983637
288,0.0005064982499543151
289,-0.02692008705990781
290,-0.007868071895552903
291,-0.005645055263038187
292,0.01976425212299836
293,-0.00997198512432383
294,0.01595724572852798
295,-0.012676727851161465
296,-0.003606524881539402
297,-0.027063154589284783
298,0.02246205434874803
299,0.03370099571907997
300,0.011584501289190188
301,-0.009118099023862108
302,0.022125269002736973
303,0.005187318895403908
304,-0.00598161249887502
305,0.0023696278825940647
306,-0.02224101320883515
307,-0.008043694350386082
308,0.014287613755358407
309,0.0062905997973962124
310,0.01161128578445243
311,0.013343201182217573
312,-0.018826978625674187
313,0.00603160798658608
314,-0.0127371701920187
315,0.03427661208528632
316,0.03170858741963065
317,0.02875687995429408
318,-0.01717827946463804
319,0.004080777704262216
320,0.00026464472649911154
321,0.019762246084094135
322,0.022126729440089497
323,0.0010854993388385052
324,-0.01129340177615979
325,0.012879725095791323
326,-0.0159942323992517
327,-0.003007644065162582
328,0.0036404852369785637
329,0.0011086821098160288
330,-0.024108069220068678
331,0.005110990659811958
332,-0.00852137896739714
333,0.007372570746872208
334,0.00038089196033239575
335,-0.032904438639959246
336,-0.002411072565870167
337,-0.008756180418008238
338,0.011686568217623157
339,0.005187048790050791
340,-0.02111683719762621
341,0.023378929746713652
342,0.010654522692449183
343,0.0005519767032363367
344,-0.026981346668217002
345,-0.0032172651492820632
346,0.020285737051838153
347,0.0009290945462951039
348,0.009694249903547251
349,0.04150180334164753
350,-0.0038062523166256398
351,0.014240327168000612
352,0.022144245858742598
353,-0.005624672734848885
354,-0.004998229834467936
355,0.025657167883125494
356,0.009364159443352242
